name,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
HOVIS,93.85,3.32,0.24,0.46,1.12,1.01
OBER,95.21,1.41,1.33,0.24,0.9,0.9
STALNAKER,96.14,1.03,0.46,0.46,0.76,1.14
FEY,94.18,1.42,1.03,0.16,1.2,2.01
VITAL,16,27.95,2.67,0.24,2.29,50.84
EARHART,95.24,0.49,0.38,0.35,1.55,1.99
HEINS,95.43,1.36,(S),(S),1.2,1.69
CROWTHER,91.53,4.98,0.54,0.3,1.14,1.5
HANNER,85.59,10.62,0.41,0.49,1.17,1.72
BEHR,96.54,0.27,0.68,0.14,0.82,1.55
BILLINGTON,88.4,8.44,0.38,0.38,1.23,1.17
HERSH,95.97,1.06,(S),(S),1.01,1.2
PERLMAN,96.54,(S),0.44,(S),0.98,1.58
VOGLER,96.21,0.22,0.44,0.52,0.9,1.72
FILES,78.05,18.16,0.16,0.79,1.2,1.64
GIVEN,93.48,3.24,0.65,0.74,1.15,0.74
CODDINGTON,90.56,4.64,0.33,0.3,1.45,2.73
GRIMMETT,80.45,14.34,0.19,1.83,1.8,1.39
JARDINE,83.97,5.13,1.88,0.16,4.15,4.72
PARTAIN,94.82,0.46,0.41,1.04,1.55,1.72
SPRINGS,49.17,45.38,0.55,0.71,2.84,1.36
HORGAN,92.36,4.01,(S),(S),1.42,1.69
MACOMBER,95.01,0.25,1.42,0.16,1.99,1.17
ARRIETA,8.65,0.63,4.34,0.19,0.35,85.84
CHARLEY,19.43,16.29,1.83,59.07,2.16,1.23
JOSEPHSON,95.9,0.55,0.68,0.38,1.23,1.26
PROVENZANO,95.14,(S),0.25,(S),1.26,3.19
TUPPER,93.61,0.93,0.63,1.39,1.58,1.86
CELAYA,11.82,(S),(S),1.86,0.82,85.2
MCVICKER,95.79,0.87,0.46,0.25,1.15,1.48
SIGALA,6.39,0.27,0.36,0.22,0.6,92.16
WIMER,95.25,0.82,0.46,0.41,0.77,2.3
AYON,7.95,0.6,0.82,0.52,0.52,89.59
DOSSANTOS,60.18,6.4,0.9,0.25,20.17,12.11
NORVELL,82.21,13.72,0.36,0.6,1.56,1.56
LAMBRIGHT,86.93,10.36,0.14,0.33,1.26,0.98
LORENZEN,96.45,0.14,0.55,0.33,0.96,1.59
PASQUALE,93.9,0.3,0.36,0.98,1.72,2.73
DEFELICE,95.46,(S),(S),0.44,1.2,2.43
GOINGS,66.2,23.68,0.85,4.07,3.25,1.94
GAYLOR,82.11,13.49,0.38,1.23,1.53,1.26
SIGMAN,95.13,1.48,0.27,0.36,1.37,1.4
WEN,4.38,0.66,92.56,(S),1.97,(S)
CARINO,30.08,0.44,33.28,0.36,2.6,33.25
REHM,96.63,0.38,0.38,0.14,0.99,1.48
WERTH,96.8,(S),(S),0.52,0.68,1.53
FOREHAND,85.33,10.76,0.41,0.96,1.59,0.96
HANKE,96.25,0.27,0.49,0.16,1.12,1.7
LASALLE,68.91,10.22,0.63,0.79,1.56,17.89
MITCHUM,76.17,20.35,0.3,0.68,1.37,1.12
PRIESTER,58.56,38.81,0.22,0.16,1.29,0.96
LEFLER,96.36,(S),(S),0.38,1.26,1.62
CELIS,9.13,0.96,7.1,0.25,0.6,81.97
FITZ,79.28,11.89,0.36,0.33,0.9,7.23
LESSER,95.26,1.1,0.71,0.41,0.71,1.81
WENTZEL,97.23,(S),0.69,(S),0.99,0.77
LAVERY,96.38,0.19,0.38,0.22,1.04,1.78
KLASSEN,95.17,0.16,0.47,0.41,1.21,2.58
SHIFLETT,97.17,0.47,0.16,0.44,0.66,1.1
HEDDEN,96.95,0.36,0.41,0.22,0.85,1.21
COURSEY,85.4,9.11,0.38,1.51,1.76,1.84
DRAIN,65.22,30.63,0.49,0.69,1.78,1.18
HENN,94.76,1.21,0.63,0.16,1.56,1.67
DELORENZO,96.07,(S),0.58,(S),0.71,2.31
HAWS,94.1,1.84,0.55,0.38,0.96,2.17
STANSBERRY,79.32,16.67,0.47,0.47,1.7,1.37
CHAIDEZ,3.13,(S),(S),0.19,0.38,96.13
DANTZLER,26.4,70.36,0.16,0.25,1.87,0.96
TRUMP,96.18,0.69,0.71,0.25,1.43,0.74
GRIFFEN,62.02,33.28,0.41,0.25,1.98,2.06
MCSWEENEY,95,1.73,0.47,0.25,1.24,1.32
TRAIL,90.13,5.77,0.52,0.49,1.65,1.43
BRUNK,94.94,0.41,0.58,1.73,0.99,1.35
GANDARA,7.87,0.36,0.83,0.61,0.58,89.77
KENNON,74.78,21.4,0.25,0.33,1.43,1.82
BLACKMORE,83.98,11.94,0.36,0.63,1.6,1.49
COSS,64.17,2.09,0.22,0.52,0.96,32.03
GLUCK,96.2,(S),0.55,(S),1.43,1.46
METTS,83.08,14.03,0.25,0.39,1.05,1.21
BLACKSHEAR,28.43,67.19,0.14,0.28,1.9,2.06
BONEY,57.69,34.71,0.28,2.56,2.04,2.73
COGAN,94.74,1.4,0.44,0.28,1.21,1.93
ENCINAS,8.57,(S),1.79,3.55,(S),85.45
ADAMSKI,97.38,0.17,0.28,0.17,0.91,1.1
ROBERGE,96.97,0.39,0.44,0.39,1.07,0.74
SCHUETTE,97.35,(S),0.47,(S),0.61,1.21
ANTUNEZ,8.49,0.47,(S),(S),1.02,89.77
BARROSO,17.64,0.22,1.96,0,1.71,78.47
HOUSLEY,83.3,12.9,0.39,0.74,1.35,1.32
MOHAMMAD,30.49,9.18,37.29,0.28,20.26,2.51
VALERO,13.12,0.19,4.3,0.25,0.66,81.48
ESCOTO,5.76,0.39,4,0.14,0.5,89.22
HELMAN,97.24,0.97,(S),(S),0.83,0.72
ULLRICH,95.48,0.58,0.3,0.39,1.46,1.79
TROST,96.25,0.47,0.52,0.3,1.05,1.41
BLANEY,90.29,6.73,0.36,0.19,0.91,1.52
FAITH,94.48,1.63,0.55,0.77,1.32,1.24
LAFAVE,94.23,0.25,0.58,2.1,1.32,1.52
KERSHNER,97.71,0.25,0.36,0.14,0.55,0.99
HOEHN,96.58,0.28,0.58,0.19,1.38,0.99
ISLEY,82.74,13.56,0.5,0.58,1.27,1.35
ROEMER,96.96,0.33,0.5,0.19,0.72,1.3
CAULFIELD,95.19,1.93,0.44,0.19,1.22,1.02
CLAUS,94.83,0.66,0.75,0.66,1.33,1.77
LIPINSKI,96.85,0.22,0.39,0.22,0.94,1.38
LEYBA,14.87,0.88,2.54,1.46,0.75,79.5
PAIZ,10.06,0.22,0.88,1.3,0.97,86.57
ROBINETT,93.42,1.3,0.91,0.44,1.46,2.46
LAMBETH,92.79,3.18,0.5,0.75,1.96,0.83
TARPLEY,73.43,22.42,0.47,0.3,1.55,1.82
ESSEX,74.34,22.4,0.19,0.41,1.36,1.3
EILERS,97.12,0.3,0.39,0.17,1,1.02
EPLEY,95.19,0.5,0.33,0.97,1.66,1.36
MURDOCH,94.44,1.3,0.44,0.58,1.16,2.07
SANDSTROM,96.57,(S),(S),0.58,1.24,1.19
DOMINGUE,78.15,15.4,0.55,0.28,2.22,3.41
GRUNDY,64.61,31.13,0.44,0.39,1.52,1.91
LAUX,97.18,0.3,0.83,0.19,0.91,0.58
BELLOWS,91.41,5.07,0.3,0.28,1.25,1.69
BHATT,2.83,0.44,90.72,0.17,5.29,0.55
BOOS,95.29,0.42,0.78,0.47,1.27,1.77
SPINDLER,96.54,0.17,0.75,0.19,1.05,1.3
TYE,75.84,18.29,2.02,0.33,1.39,2.13
CIRILLO,94.73,0.22,0.44,0,1.11,3.49
JEMISON,29.35,65.94,0.19,0.86,2.66,1
SALAMONE,96.23,0.19,0.53,0.14,0.86,2.05
TROUP,85.25,11.59,0.36,0.33,1.36,1.11
CALZADA,6.43,0.3,0.64,0.42,0.17,92.04
DOWDEN,87.41,8.57,0.25,0.25,2.11,1.41
GERACI,95.59,(S),0.25,(S),0.89,3.02
DUNPHY,96.06,0.28,0.5,0.28,1.44,1.44
SACK,95.34,0.64,0.92,0.83,0.86,1.42
SLOANE,85.65,9.35,0.44,0.17,1.66,2.72
HATHCOCK,94.17,2.86,0.33,0.78,1.19,0.67
YAP,7.41,(S),80.96,(S),7.44,2.91
DEAR,68.1,23.88,3.47,0.36,2.03,2.17
PARTLOW,75.01,20.68,0.5,0.78,1.47,1.55
RONQUILLO,9.61,0.47,19.91,0.19,2.03,67.8
TUNSTALL,45.86,49.94,0.28,0.39,1.97,1.55
WILLETTE,93.84,2,0.33,0.67,1.61,1.55
KISS,94,0.53,(S),(S),1.94,2.94
BEENE,73.92,20.03,0.39,0.97,2.5,2.19
HUHN,96.47,0.58,0.47,0.19,0.94,1.33
SATHER,96.5,(S),0.75,1,0.94,(S)
SEABOLT,93.03,0.64,0.25,2.64,1.94,1.5
LOCKRIDGE,60.88,35.45,0.19,0.19,1.94,1.33
DESPAIN,95.5,0.33,0.47,0.56,1.25,1.89
MCALPINE,79.43,16.06,0.31,0.53,1.92,1.75
WADLEY,56.78,38.1,0.33,1.33,2.11,1.33
WINES,87.3,8.73,0.58,0.69,1,1.7
DEY,70.75,5.59,18.69,0.31,3.23,1.45
LORING,86.04,6.45,0.33,3.64,1.78,1.75
MEADORS,89.15,7.43,0.25,0.39,1.39,1.39
BUETTNER,96.58,0.28,0.42,0.5,1.22,1
BUGG,78.05,17.31,0.42,1.73,1.36,1.14
LAVALLEY,94.44,0.89,0.36,0.75,1.78,1.78
CREEK,84.61,10.38,0.28,1.5,1.78,1.45
MILLETT,90.84,3.81,0.42,0.95,1.73,2.26
PUMPHREY,82.93,13.95,0.39,0.47,1.03,1.23
FREGOSO,3.98,0.14,0.36,0.17,0.22,95.13
GLASSMAN,96.8,(S),0.56,(S),0.92,1.25
MERKLE,96.3,0.17,0.45,0.25,1.2,1.64
SHEFFER,96.1,1,0.86,0.25,0.92,0.86
COLUNGA,6.63,(S),(S),0.31,0.33,92.37
GROOVER,85.87,11.15,0.31,0.56,0.95,1.17
SWEATT,76.32,19.23,0.28,0.86,1.89,1.42
BOYKINS,4.54,92.22,(S),(S),2.09,0.75
SENG,45.07,(S),46.38,(S),3.76,4.38
BLAKEY,61.83,31.78,0.33,0.7,3.21,2.15
BRANN,91.22,4.52,0.45,0.59,1.2,2.04
STUTZ,95.87,0.22,0.95,0.33,1.06,1.56
AVENDANO,4.88,(S),3.32,(S),0.25,91.33
GEDDES,88.37,6.41,0.78,0.42,1.28,2.73
MUNOS,7.11,0.81,0.39,0.14,0.78,90.77
DIEDRICH,96.57,0.47,0.28,0.36,0.95,1.37
KINDLE,69.57,23.24,0.56,2.57,2.06,2.01
LACOUR,57.04,31.3,0.36,1.14,5.83,4.32
LANGHAM,82.32,14,0.42,0.61,1.34,1.31
MOLITOR,97.07,0.28,0.25,0.17,0.73,1.51
BUCKLER,95.56,2.43,(S),(S),0.73,0.89
CORUM,86.3,8.98,0.75,0.67,2.06,1.23
BAKKE,96.29,0.36,0.53,0.56,1.06,1.2
GODIN,93.36,0.67,0.98,0.42,1.62,2.96
KERNER,95.87,0.73,0.5,0.33,1.03,1.54
TOBEY,91.37,1.7,0.42,2.54,2.65,1.31
HEDGE,89,4.78,2.9,0.59,1.37,1.37
HOYER,92.24,1.93,0.61,0.39,1.31,3.52
KUBIAK,96.62,0.22,0.56,0.22,1.17,1.2
CALLISON,92.82,0.73,0.64,1.54,2.07,2.21
PRIEBE,97.37,0.17,0.36,0.17,0.39,1.54
LAHR,95.16,0.75,0.7,1.15,0.87,1.37
SHEARS,60.53,34.02,(S),(S),1.45,3.44
SNAVELY,96.03,(S),(S),0.64,1.31,1.59
BLATT,96.28,0.31,0.64,0.64,1.06,1.06
MCPEAK,94.38,2.4,0.42,0.2,1.29,1.31
SULLINS,89.99,6.21,0.36,0.81,1.2,1.43
TINNEY,90.63,4.67,0.17,1.2,1.71,1.62
BERNHARD,95.86,0.36,0.62,0.22,1.12,1.82
GIBB,92.9,3.33,0.92,0.22,1.2,1.43
FUNES,7.55,1.45,0.5,0.22,0.59,89.68
MAURICE,69.14,24.06,0.87,0.45,3.53,1.96
PAUGH,96,0.64,0.7,0.5,1.26,0.9
ROMANS,91.58,3.55,0.59,0.73,1.62,1.93
VAILLANCOURT,97.4,0.14,0.25,0.42,1.01,0.78
KERWIN,94.99,0.67,0.45,0.67,0.98,2.24
LOUGH,96.36,0.42,0.67,0.5,0.81,1.23
MARKUS,94.2,0.9,0.73,0.28,1.46,2.44
SANGER,94.26,0.64,2.1,0.5,1.34,1.15
VIERRA,65.85,0.67,8.03,0.64,12.43,12.37
COMFORT,86.89,8.43,0.56,0.59,1.62,1.9
KRALL,97.17,(S),0.56,(S),0.76,1.18
MALCOM,75.43,20.92,0.28,0.28,1.76,1.32
SPIES,96.02,1.37,0.56,0.22,0.5,1.32
VIZCARRA,4.96,(S),5.07,(S),0.48,89.27
BEAMER,87.84,7,1.04,0.64,2.02,1.46
KELLERMAN,95.04,0.93,0.45,0.22,1.63,1.74
MCROBERTS,90.94,5.19,0.64,0.17,1.26,1.79
WATERHOUSE,91.62,4.01,0.28,1.12,1.18,1.79
PERSONS,88.02,8.25,0.7,0.22,1.46,1.35
STROMBERG,95.12,0.45,0.73,0.45,1.29,1.96
HARTY,92.68,3.51,0.53,0.28,1.04,1.96
ROSENBLATT,96.94,(S),0.62,(S),0.93,1.23
WHITESELL,95.15,0.62,0.62,0.95,1.94,0.73
BROADWATER,75.86,21.13,0.36,0.2,1.6,0.84
CLARDY,71.29,24.53,0.42,0.25,1.99,1.52
SHACKLEFORD,57.82,37.69,0.36,1.01,2.05,1.07
BRITTINGHAM,77.85,19.15,0.34,0.31,1.07,1.29
JACQUEZ,6.88,0.62,0.28,2.11,0.45,89.67
DANNA,92.67,2.42,0.39,0.17,1.32,3.03
FELIZ,7.16,1.24,0.34,1.6,1.24,88.43
GARWOOD,93.26,4.04,0.62,0.2,1.01,0.87
HERON,69.76,20.86,0.73,0.53,2.81,5.31
LINDAHL,97.56,0.2,0.25,0.39,0.56,1.04
COTTRILL,96.91,0.45,(S),(S),1.21,1.07
DEHOYOS,6.35,0.34,0.2,0.14,0.39,92.58
MELLOR,94.78,0.56,0.7,0.62,1.49,1.85
SOUTHWICK,97.02,0.2,0.51,0.31,0.84,1.12
GOLDFARB,97.13,0.14,0.2,0,0.67,1.85
GRIECO,95.45,0.17,0.59,0.17,1.1,2.53
HELGESON,96.88,(S),(S),0.67,0.87,1.12
VANDUSEN,95.11,1.32,0.37,0.65,1.32,1.24
BATT,89.4,2.81,1.1,1.69,1.46,3.54
HEINEN,96.2,0.2,0.53,0.56,0.93,1.57
GARRETSON,93.87,2.9,0.34,0.51,1.29,1.1
PANKEY,65.71,28.44,2.14,0.56,1.69,1.46
RUCH,96.93,0.48,0.48,0.17,0.9,1.04
CAUDILLO,9.59,0.23,(S),(S),0.59,89.31
JAKUBOWSKI,96.15,0.23,0.56,0.45,1.01,1.6
PLOWMAN,96.51,0.17,0.25,0.48,1.04,1.55
STARCHER,97.18,0.39,0.39,0.37,0.62,1.04
MOOSE,90.06,3.1,0.34,4.11,1.66,0.73
ROSNER,96.42,(S),0.59,(S),1.55,0.99
WESSELS,94.37,1.38,0.51,0.39,1.38,1.97
LOUDEN,81.04,15.04,0.62,0.14,1.72,1.44
CASARES,9.1,(S),(S),0.45,0.34,89.74
KARNS,96.22,0.45,0.42,0.45,1.13,1.32
MCCHESNEY,96.59,0.42,0.62,0.28,1.04,1.04
POULSEN,95.27,0.37,0.9,0.25,0.87,2.34
WALCZAK,97.66,0.34,0.28,0.17,0.76,0.79
CUSACK,93.15,4.43,0.45,0.17,0.65,1.16
CESPEDES,5.95,1.86,1.61,(S),(S),89.91
CORNELISON,94.19,2.54,0.2,0.62,1.21,1.24
CROSSLAND,85.26,9.19,0.39,1.33,1.41,2.42
HIRST,95.46,0.42,0.45,0.54,1.38,1.75
MIER,51.24,0.76,2.43,0.51,0.96,44.11
ROBERTO,69.85,1.3,6.4,0.31,2.2,19.94
BOSSE,93.34,2.62,0.59,0.28,1.66,1.5
CANCHOLA,7.11,0.37,0.17,0.39,0.39,91.57
SHETLER,97.74,(S),(S),0.23,0.87,0.96
MELENDREZ,6.74,0.4,1.69,0.51,0.65,90.01
GIANNINI,95.65,(S),0.54,(S),1.07,2.46
KNEPPER,96.5,(S),0.54,(S),1.02,1.36
LONERGAN,96.78,(S),0.34,(S),0.76,1.69
SIX,91.25,0.65,0.82,4.18,1.55,1.55
TRAYNOR,94.35,1.75,0.68,0.28,1.19,1.75
KESSINGER,96.78,(S),(S),0.93,0.79,0.99
HOLLON,94.43,1.67,0.4,0.65,1.38,1.47
STOUFFER,98.22,(S),0.4,(S),0.62,0.57
WEATHERSBY,32.89,63.78,0.25,0.17,1.72,1.19
GINGRICH,97.06,0.28,0.4,0.37,0.65,1.24
BREAULT,96.89,0.25,0.2,0.25,0.99,1.41
BURDINE,77.98,19.39,0.14,0.37,1.16,0.96
LARK,52.33,41.19,0.48,0.14,2.15,3.7
POMPA,30.17,0.51,0.48,0.28,0.68,67.88
VANHOOSE,94.49,1.7,0.34,0.68,1.58,1.22
STILTNER,97.74,(S),(S),0.2,1.3,0.59
WUNDERLICH,97.51,(S),0.37,(S),1.02,0.9
YONG,9.05,(S),78.13,(S),4.38,5.86
MERRIFIELD,92.73,2.41,0.25,1.02,1.67,1.92
GEISER,96.55,(S),0.45,(S),0.99,1.64
WILLHITE,91.85,3.4,0.34,1.16,1.25,2.01
LAMBRECHT,96.38,0.34,0.4,0.25,1.25,1.39
CARLO,66.99,1.33,0.74,1.98,0.88,28.08
GERMANY,44.06,50.78,0.37,0.68,1.59,2.52
KEFFER,96.6,0.26,0.37,0.51,0.88,1.39
BOVA,95.1,1.22,0.74,0.57,1.28,1.11
DAME,95.49,0.91,0.65,0.51,1.13,1.3
DOAK,93.68,1.36,1.13,0.71,1.28,1.84
TRISTAN,14.14,0.91,0.28,0.14,0.65,83.87
TURGEON,95.1,0.31,0.54,0.71,1.28,2.07
MANNINO,95.49,0.54,(S),(S),1.08,2.38
SHOTWELL,80.1,15.74,0.51,0.65,1.56,1.45
BASH,86.7,8.68,0.82,0.6,1.39,1.82
COOTS,95.6,0.88,0.28,0.74,1.42,1.08
FEIST,94.35,1.59,0.45,0.37,1.42,1.82
MAHMOOD,15.32,2.13,65.53,0.14,14.84,2.04
SCHLABACH,97.96,(S),0.23,(S),0.48,1.11
SALZMAN,95.72,0.14,0.79,0.37,1.19,1.79
BRESNAHAN,96.85,(S),0.37,(S),1.11,1.39
KASS,96.34,0.51,0.45,0,1.56,1.14
STONGE,95.26,0.14,0.74,1.05,1.53,1.28
TESCH,96.79,0.26,0.4,0.23,0.71,1.62
GRAJEDA,5.14,0.14,0.31,0.28,0.48,93.64
MCCARRON,96.39,0.51,0.34,0.45,0.77,1.53
MCELWEE,87.93,9.46,0.28,0.34,1.14,0.85
SPRADLING,92.13,3.01,0.45,1.25,1.48,1.68
COLGAN,96.13,0.28,0.54,0.4,0.97,1.68
COLLUM,91.79,4.35,0.57,0.77,1.31,1.22
MCKOWN,96.82,0.26,0.23,0.4,1.22,1.08
PIEDRA,6.71,1.19,0.43,(S),(S),91.39
STOFFEL,96.22,(S),(S),0.4,1.17,1.76
WON,4.09,(S),91.19,(S),3.07,1.14
DEVAULT,89.76,6.37,0.28,1,1.17,1.42
GULICK,96.1,0.34,0.63,0.28,1.05,1.59
ENDERS,95.11,1.48,0.65,0.43,1.14,1.19
YANES,14.05,1.65,0.88,0.2,1,82.22
EBNER,96.39,(S),0.4,(S),1.08,1.76
LANSING,89.59,0.77,0.97,6.15,1.37,1.17
BOUTIN,92.26,4.1,0.31,0.31,1.48,1.54
DEEGAN,93.31,0.2,0.8,2.76,1.11,1.82
ANDRESEN,95.19,0.37,0.94,0.46,1.57,1.48
FETZER,96.9,0.2,0.54,0.28,0.83,1.25
TRIGG,75.09,19.25,0.4,1.2,2.08,1.99
POLITE,11.42,83.88,0.28,0.6,2.48,1.34
SALE,89.83,1.37,3.96,0.37,2.11,2.36
HUMMER,97.01,0.51,0.34,0.37,0.63,1.14
WILLE,95.87,1.51,0.4,0.14,0.85,1.23
BOWERMAN,94.04,1.8,0.4,0.31,1.4,2.05
IQBAL,5.02,(S),78.62,(S),13.48,1.94
ROUTH,91.33,3.14,1.68,1.11,1.43,1.31
LAKEY,87.8,7.33,0.43,1.2,2.11,1.14
MCADOO,61.25,33.59,0.29,0.66,2.88,1.34
BOULWARE,55.85,39.87,0.34,0.68,1.85,1.4
GUADARRAMA,2.6,(S),(S),0.17,(S),96.98
LAFLAMME,97.26,0.29,0.37,0.2,0.88,1
AHO,93.01,0.6,3.14,0.4,1.68,1.17
CAMPANA,73.38,0.14,3.85,0.2,1.23,21.2
EMMETT,94.89,2.25,0.23,0.29,1.06,1.28
STRAYER,96.29,0.34,0.54,0.14,0.74,1.94
BOS,95.66,0.51,0.68,0.31,0.86,1.97
KNIGHTEN,53.22,41.7,0.29,1.34,2.17,1.28
WOLTERS,95.12,0.43,0.46,0.63,1.4,1.97
AVERILL,94.89,0.4,0.94,0.54,1.2,2.03
BHAKTA,0.57,0.17,92.2,0.2,5.97,0.89
SCHUMAKER,96.6,0.74,0.49,0.14,0.69,1.34
STUTTS,90.72,6.8,(S),(S),0.83,1.34
BYER,87.65,8.97,0.49,0.54,1.11,1.23
MAHONE,27.12,68.25,0.4,1.26,1.74,1.23
MEJIAS,5.86,1.51,0.63,0.14,0.31,91.54
BRICENO,6.69,0.43,0.23,0.17,1.49,90.99
CLEMMER,93.83,3.2,0.23,0.54,1.37,0.83
LAFOUNTAIN,89.39,1.14,0.4,6,2,1.06
MANSELL,87.22,7.98,0.23,0.69,1.69,2.2
RIEHL,96.71,0.4,0.46,0.2,1.2,1.03
STAAB,97.28,0.2,0.57,0.31,0.91,0.71
ZABALA,12.49,0.57,13.18,0.29,1.43,72.04
LAFONTAINE,80.81,1.57,0.46,4.29,2.17,10.69
MAGER,94.02,2.23,0.51,0.43,1.34,1.46
ROSSETTI,94.22,0.49,0.26,0.17,1.29,3.57
ADAMO,93.79,0.83,0.57,0.34,1.4,3.06
BOGUE,93.68,1.66,0.74,0.4,1.23,2.29
NORTHERN,58.5,38.36,0.26,0.23,1.52,1.14
DISNEY,94.42,2.23,0.31,0.54,1.06,1.43
MASSE,90.76,4.32,0.54,0.26,1.55,2.58
SENTER,86.27,9.7,0.4,0.31,1.55,1.77
YAEGER,96.91,(S),0.63,(S),0.89,1.09
BISSON,92.21,1.06,1.12,1.6,2.58,1.43
BOLDING,76.9,18.35,0.34,1.2,1.57,1.63
DAHLBERG,95.99,0.26,0.4,0.4,1.03,1.92
LEITNER,95.88,1.29,(S),(S),0.94,1.03
ORMSBY,88.17,4.95,0.6,0.26,1.89,4.12
BERARD,89.77,5.93,0.43,0.14,1.78,1.95
BRAZELL,86.25,9.8,0.49,0.92,1.17,1.37
HORD,88.45,7.39,0.4,0.66,1.17,1.92
PICKLE,95.16,1.69,0.17,0.52,1,1.46
AMAN,86.16,3.01,4.67,0.37,3.64,2.15
GLENNON,96.39,0.52,(S),(S),0.77,1.86
MCGUIGAN,96.99,0.32,0.29,0.14,0.6,1.66
CAUTHEN,71.87,25.7,0.14,0.32,1.32,0.66
DEARMAN,85.69,6.48,0.46,1.92,1.61,3.84
REMBERT,16,80.18,0.29,0.2,2.61,0.72
DELUCIA,96.21,0.23,0.32,0.2,1.15,1.89
ENCISO,6.57,(S),3.16,0.55,(S),89.12
KRATZER,97.76,0.46,0.32,0.14,0.57,0.75
SCHOENFELD,96.93,(S),0.37,(S),0.6,1.92
SLUSSER,96.99,0.14,0.29,0.26,0.75,1.58
GILLAM,80.68,15.93,0.4,0.17,1.46,1.35
MOTON,9.02,84.61,1.09,0.43,3.02,1.84
RAEL,16.28,0.23,0.57,1.67,0.98,80.27
RHODE,91.3,3.65,0.52,1.75,0.92,1.87
EIDE,95.26,0.46,0.95,0.95,0.98,1.41
BISH,95.17,2.18,0.2,0.34,0.98,1.12
ELIASON,97.21,0.2,0.32,0.32,0.92,1.03
GOODNIGHT,89.22,5.89,0.26,1.24,1.61,1.78
HELFRICH,96.95,0.34,0.37,0.2,0.92,1.21
BLOW,58.26,37.51,0.63,0.37,1.38,1.84
CAMPION,95.37,0.34,0.72,0.4,0.89,2.27
GERKEN,96.75,(S),0.55,(S),1.09,1.26
ANZALONE,95.86,(S),0.32,(S),1.27,2.16
GOLDENBERG,95.69,0.2,0.43,0,1.12,2.56
MAIDEN,64.55,32.03,0.35,0.49,1.35,1.24
MELLINGER,97.47,0.2,0.46,0.14,0.75,0.98
NATIONS,94.91,0.78,0.2,1.47,1.35,1.29
WAGERS,96.63,0.35,0.2,1.01,1.04,0.78
ARGUELLES,9.44,0.26,7.94,0.17,0.95,81.24
CHRISTEN,92.23,4.81,0.46,0.23,1.01,1.27
GUTH,96.49,0.35,0.83,0.2,1.04,1.09
STAMEY,97.09,0.49,0.2,0.4,0.69,1.12
BALOGH,94.99,0.37,0.35,0.37,1.55,2.36
BOZARTH,96.2,0.32,0.26,0.86,1.04,1.32
GRAMMER,91.71,3.46,0.66,0.95,1.47,1.76
ALDER,93.11,3.08,0.78,0.2,1.27,1.56
CHAFIN,95.39,1.09,0.49,0.86,1.38,0.78
FREER,91.47,2.91,0.75,0.95,0.95,2.97
LATORRE,47.94,(S),4.41,(S),1.3,45.55
PRINE,93.49,1.24,0.52,1.01,1.09,2.65
BELISLE,88.5,4.73,0.2,1.67,1.96,2.94
LINDHOLM,96.28,0.26,0.75,0.37,0.92,1.41
ZALESKI,97.15,0.14,0.58,0.23,1.12,0.78
BAZEMORE,48.03,49.35,0.32,0.17,1.33,0.81
SWINSON,61.52,34.85,0.43,0.35,1.35,1.5
ZACHARIAS,88.01,0.55,5.36,0.63,1.47,3.98
ACORD,94.46,0.92,0.37,0.58,1.41,2.25
GLAZER,96.51,0.72,(S),(S),0.95,1.15
LIGGINS,5.94,87.02,0.29,0.49,3.58,2.68
SAID,51.9,19.29,5.51,(S),18.17,(S)
LUECK,97.87,0.14,0.52,0.14,0.75,0.58
LUEDTKE,97.55,(S),0.35,(S),0.75,0.92
BLACKSTONE,82.72,13.07,0.4,0.32,1.62,1.88
COPPER,56.49,38.57,0.52,0.52,2.02,1.88
BRAUD,48.08,8.66,0.63,0.2,1.56,40.87
RIKER,96.08,0.81,0.49,0.14,0.81,1.67
DEMELLO,75.57,0.55,7.88,0.26,11.09,4.65
HAVEN,89.81,4.19,0.23,2.19,1.7,1.88
RHEE,4.53,(S),92.26,(S),1.99,0.64
RODE,94.89,0.78,1.13,0.17,1.53,1.5
ANSLEY,76.83,19.9,0.35,0.29,1.27,1.36
GALLIGAN,95.87,0.72,0.58,0.2,0.81,1.82
NILSON,81.6,14.15,0.69,0.9,1.21,1.44
RECORD,87.38,7.31,0.58,0.92,1.59,2.22
GILLIARD,25.63,70.53,(S),(S),1.44,1.85
PERA,34.07,1.01,1.85,0.23,1.18,61.66
COPP,94.74,0.69,0.92,0.64,1.39,1.62
DUNIGAN,72.8,22.66,0.2,0.72,2.05,1.56
HAUGH,95.75,0.75,(S),(S),1.18,1.65
GARR,80.2,15,0.52,0.84,1.68,1.76
GRINNELL,89.48,4.02,0.38,3.06,2.11,0.95
BODDIE,22.04,74.12,0.32,0.35,2.23,0.95
CASELLA,92.6,(S),0.58,(S),1.79,4.83
ELSWICK,96.91,0.32,0.23,0.29,1.16,1.1
LEONHARDT,96.62,0.29,0.43,0.26,1.01,1.39
MIKE,42.89,31.67,0.95,20.33,1.79,2.37
SHAHAN,94.19,0.55,1.56,0.26,2.17,1.27
DAYE,33.67,61.3,0.64,0.95,2.34,1.1
MAURICIO,13.77,0.67,10.67,0.67,2.29,71.94
MILLET,75.5,10.88,0.84,0.26,1.53,10.99
